frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
138,1.0,[0.25188747216603247 145.86910445627495 456.1474002261084 557.3531959834585],[142.49612426757812 465.090576171875 330.74041748046875 526.2340698242188],0.7456545829772949,06ZAV09,None
168,1.0,[0.3636610432143641 149.511283559077 456.53083584329977 559.8534882374128],[142.59718322753906 466.794189453125 330.2303466796875 526.2979736328125],0.7443713545799255,06zav09,None
174,1.0,[0.3831190354956675 149.64113199092984 456.44373022356234 559.7952046328278],[142.1806182861328 466.46661376953125 329.2615966796875 525.384033203125],0.7416532039642334,06ZAV09,None
180,1.0,[0.34811353950118473 149.38447953602667 456.29644941274614 559.497600325255],[142.2994384765625 466.2347106933594 329.4205627441406 525.7364501953125],0.7432619333267212,06ZAV09,None
216,1.0,[0.8217016966827657 148.62175270579138 457.60350178919634 558.8688943768398],[143.88064575195312 465.7298583984375 331.78472900390625 526.8967895507812],0.7500578761100769,06zAv09,None
252,1.0,[0.6853893443248467 150.3942414119283 457.8116890996373 562.3357929466807],[143.01039123535156 466.48779296875 329.99713134765625 527.5237426757812],0.74283367395401,06ZAV09,None
276,1.0,[0.7494008724093533 154.3014238305648 458.0760711809431 566.8051264763795],[144.74935913085938 469.6632080078125 331.5943603515625 529.5897216796875],0.7318814396858215,06ZAV09,None
396,1.0,[0.592678185833563 158.8913035786998 460.12323767656807 569.7595337952744],[148.20069885253906 472.76263427734375 331.9764099121094 535.9952392578125],0.7629927396774292,06ZzaU09,None
510,1.0,[1.0029578127924594 169.82873162082979 459.1511972055065 580.4584023931684],[147.53587341308594 485.09661865234375 335.2560119628906 543.971923828125],0.7475101351737976,06ZAV09,None
564,1.0,[1.127136467096193 169.91340399261628 460.8834519372932 579.7981167992998],[148.2809295654297 485.9082946777344 337.486572265625 544.82275390625],0.7501052021980286,06ZAV09,None
576,1.0,[1.04963435816245 169.79889243246976 461.4307494577227 579.7275847125321],[148.26690673828125 485.1919250488281 338.2950134277344 543.9754638671875],0.7413480877876282,06ZAV09,None
606,1.0,[1.6347012892552755 169.3811266334653 464.0128002946311 579.2103266684887],[149.61941528320312 484.18218994140625 340.341064453125 541.7134399414062],0.7373344302177429,06ZAV09,None
