frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,1.0,[23.094896355617436 204.60327444025359 427.2165581787292 533.0175882544869],[110.47919464111328 459.1959533691406 279.1404724121094 517.1925659179688],0.7597768902778625,06BHK527,None
6,1.0,[16.811872799329365 204.49309827009844 433.22019180361434 545.1121686159987],[107.99527740478516 454.2310791015625 275.1804504394531 513.7327270507812],0.7882696390151978,06BHK527,None
12,1.0,[11.63307048257721 199.5596521572128 436.0558690370726 548.9188107566686],[105.35840606689453 449.91094970703125 274.4049987792969 509.20855712890625],0.7786991000175476,06BHK527,None
24,1.0,[4.4956341805927025 190.202280107704 435.6175175725051 549.8802308601407],[96.60464477539062 447.2916564941406 267.1368408203125 506.91607666015625],0.7717534303665161,06BHK527,None
30,1.0,[2.216127087776698 188.2349973682947 433.44620543823726 550.807105702644],[94.87249755859375 447.271240234375 264.8371887207031 505.7613220214844],0.7639344930648804,06BHK527,None
36,1.0,[1.1773736609613934 185.5849177598599 432.2136983813908 549.4558931555392],[93.70564270019531 446.6667785644531 264.3010559082031 504.9713134765625],0.7661815881729126,06BHK527,None
42,1.0,[0.8896355443368975 186.1701033509738 431.8803305546672 550.8516676389115],[94.84022521972656 447.674072265625 264.8463134765625 506.70794677734375],0.7638025283813477,06BHK527,None
48,1.0,[1.1080331639093117 190.02441833910447 432.57460537054055 555.3195157358996],[94.358642578125 450.1626892089844 266.33154296875 510.34381103515625],0.7658225893974304,06BHK527,None
54,1.0,[1.8101053632582875 195.3706906958856 434.35540781697074 561.0052665360637],[98.75315856933594 459.28619384765625 267.7780456542969 516.50146484375],0.7735053896903992,06BHK527,None
60,1.0,[3.3177783093122173 201.21296263664607 438.89937842516997 565.8391593222063],[105.3094482421875 465.9656066894531 273.6154479980469 522.724365234375],0.7808523774147034,06BHK527,None
66,1.0,[5.0896428045713265 207.09807991941153 445.7171854895441 572.536141279407],[116.47997283935547 467.970947265625 285.71405029296875 527.1723022460938],0.7706475257873535,06BHK527,None
72,1.0,[6.334441930973071 212.80277914167633 453.54617757051744 579.2924502320378],[123.54278564453125 472.98651123046875 292.5913391113281 532.476806640625],0.7737624049186707,06BHK527,None
90,1.0,[7.723089582434426 221.73115616762587 467.4069691587914 590.8719888809837],[134.948974609375 483.70452880859375 304.1539306640625 542.2836303710938],0.7628908157348633,06BHK527,None
96,1.0,[9.239354957515957 224.54065008203108 470.91694550931237 594.4701073665392],[135.6170196533203 486.0239562988281 306.963623046875 544.7764282226562],0.7866429686546326,06BHK527,None
102,1.0,[9.653515288087249 225.98803611380228 472.73512703201953 596.2390345118667],[138.91488647460938 486.98907470703125 308.0628662109375 545.5166015625],0.7907564043998718,06BHK527,None
108,1.0,[10.083765858199655 227.19414036400286 474.49165254180775 597.1227398942792],[138.24136352539062 487.605712890625 309.2651672363281 547.995849609375],0.7909502387046814,06BHK527,None
114,1.0,[10.072342270144816 227.82123986307488 475.1713514273264 597.6412228554997],[138.16233825683594 487.6054992675781 309.3230895996094 548.2080078125],0.7930800914764404,06BHK527,None
120,1.0,[9.505769488338785 229.58950112505676 475.2504800890582 599.5964632052519],[139.18199157714844 489.120361328125 308.3747863769531 548.6661987304688],0.7822959423065186,06BHK527,None
126,1.0,[9.436239209743576 231.83853522012123 476.134062924476 601.5549000647003],[138.99822998046875 489.5335998535156 307.9085998535156 550.9995727539062],0.7716123461723328,06BHK527,None
132,1.0,[8.652592388428559 234.05116322247164 475.21525326672736 602.5398885821917],[137.98486328125 492.5005187988281 308.4654846191406 550.01806640625],0.7558655142784119,06BHK527,None
138,1.0,[8.59320331638466 236.6372189870562 475.2797750286941 604.5026913803299],[136.4138641357422 492.1163635253906 307.8218078613281 553.2984008789062],0.7661398649215698,06BHK527,None
144,1.0,[9.38597921358729 236.8142727938857 476.46022988112026 604.3476428187791],[137.59852600097656 492.776611328125 309.281005859375 553.7645263671875],0.7775045037269592,06BHK527,None
150,1.0,[9.195246816760118 237.34655329627776 476.71704927463867 605.1798845981281],[138.76620483398438 495.09234619140625 308.68170166015625 555.7904663085938],0.7723177671432495,06BHK527,None
156,1.0,[8.512872592330126 238.8708596675566 475.745648319696 606.2889582272628],[138.6478729248047 496.5777587890625 307.85186767578125 556.6784057617188],0.7811235785484314,06BHK527,None
162,1.0,[8.370768793522956 239.78663310455863 475.32955390202653 606.9157026675856],[139.54086303710938 497.56689453125 308.2352294921875 556.6143188476562],0.7868751287460327,06BHK527,None
168,1.0,[7.959051508610969 240.22448625576843 474.84426108338204 607.1666255230198],[138.5051727294922 498.6565246582031 307.81524658203125 556.450927734375],0.7808566093444824,06BHK527,None
174,1.0,[7.671193627819775 240.53266388735125 474.65295605715204 607.5492040085016],[137.85089111328125 500.2745666503906 308.3087463378906 558.6124267578125],0.7722407579421997,06BHK527,None
186,1.0,[7.707318507468642 241.6396924355871 474.51319671786024 608.3697687604473],[138.87228393554688 500.5198974609375 307.802490234375 558.9833374023438],0.7698249816894531,06BHK527,None
198,1.0,[7.826883210897051 242.1895868054391 474.326999241452 608.7985701651153],[138.13909912109375 501.28497314453125 307.0614929199219 559.4022827148438],0.767116904258728,06BHK527,None
204,1.0,[7.457071024136354 242.46891703063687 473.9728257115938 609.3589577877246],[137.71058654785156 501.1456298828125 307.3221740722656 559.5330200195312],0.7683590650558472,06BHK527,None
210,1.0,[7.4152918863712785 242.80718965936543 474.2218712818909 610.1512212187877],[138.07228088378906 502.0153503417969 307.07171630859375 559.9189453125],0.7644948959350586,06BHK527,None
216,1.0,[7.445687601861749 242.8753093139527 474.2533539451031 610.2255855028797],[138.18185424804688 502.4318542480469 307.50689697265625 560.3529052734375],0.7695794701576233,06BHK527,None
222,1.0,[7.215547875112492 242.37880636098228 474.58304012668896 609.7411762862356],[138.13046264648438 502.2043151855469 307.27618408203125 560.5931396484375],0.7706599831581116,06BHK527,None
228,1.0,[7.133671229031847 242.51334414155545 474.4444066791959 609.9850200766488],[137.7018585205078 502.2129821777344 307.8305358886719 560.4461669921875],0.7718325257301331,06BHK527,None
234,1.0,[7.0896793082219745 242.3054938724795 474.32664292383186 609.9788496165555],[137.35317993164062 501.43328857421875 307.5804748535156 560.0579833984375],0.7718626856803894,06BHK527,None
240,1.0,[7.079206408457225 241.79323826509346 474.26020542461356 609.6305171664146],[137.11810302734375 500.3466491699219 307.3647766113281 559.480712890625],0.7712107300758362,06BHK527,None
246,1.0,[7.129822363243079 241.57236580494143 474.50222197595923 609.3604948420276],[136.86474609375 500.4298095703125 306.77093505859375 559.776611328125],0.7742525339126587,06BHK527,None
258,1.0,[7.215156930009641 241.0489333747638 474.57648726791894 608.1931750998183],[137.2905731201172 500.18231201171875 307.00946044921875 559.6488647460938],0.7795805335044861,06BHK527,None
264,1.0,[6.800924170416664 240.87762074617072 474.2514844485265 607.9367081840858],[136.8258514404297 500.1042785644531 307.0329895019531 559.4873657226562],0.7857327461242676,06BHK527,None
270,1.0,[6.387370877898547 240.75861259045791 473.7947444562796 607.9253680833298],[136.64927673339844 499.537109375 307.12188720703125 559.474853515625],0.7873573899269104,06BHK527,None
276,1.0,[6.2880739109012325 240.46156207949443 473.5888146491493 607.6797534496006],[136.63722229003906 499.25994873046875 306.75341796875 558.8932495117188],0.7820278406143188,06BHK527,None
282,1.0,[6.274229516957632 239.96670712804746 473.50246537323926 607.0993536360404],[136.11492919921875 499.1042175292969 307.32232666015625 558.8876953125],0.7790010571479797,06BHK527,None
288,1.0,[6.105965532963978 240.2827197817295 473.35367011531685 607.8145917292449],[135.6279296875 498.3626708984375 307.5783996582031 559.0888671875],0.7824335098266602,06BHK527,None
294,1.0,[6.162435710237958 240.06829783796303 473.5404676048926 607.9266104613348],[135.59617614746094 498.1165771484375 307.8741455078125 559.0639038085938],0.7797110080718994,06BHK527,None
300,1.0,[6.153735301531839 239.25839979475424 473.72187029717236 606.8957293408296],[135.6730499267578 497.3520812988281 307.5805969238281 557.5081787109375],0.7777637243270874,06BHK527,None
306,1.0,[6.097046113934681 238.83751525443793 473.7218330709576 606.7091551875479],[135.38429260253906 496.4860534667969 307.6997375488281 557.533447265625],0.7846601009368896,06BHK527,None
312,1.0,[6.0287743179075335 237.99816257615055 473.8759338024786 606.1932384033166],[135.3153533935547 495.4981384277344 307.3634338378906 558.027099609375],0.7889685034751892,06BHK527,None
318,1.0,[5.901847363739563 237.65254354077683 473.7474853708378 605.7095030814121],[136.01092529296875 495.3115539550781 307.4112548828125 557.7776489257812],0.7854172587394714,06BHK527,None
