frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,1.0,[10.454653739929228 226.7452850341797 444.9198913574219 585.46533203125],[146.01385498046875 482.06390380859375 311.39825439453125 540.5477294921875],0.7781568169593811,06BZ4041,None
12,1.0,[8.410645331685373 228.27931244629323 440.5009332686366 585.1963375236719],[142.62786865234375 485.362548828125 309.42047119140625 542.0658569335938],0.7679394483566284,06BZ4041,None
24,1.0,[8.152780687278124 232.62835168038478 440.9977372294986 588.6114254351075],[145.7265625 490.29705810546875 306.97515869140625 545.6705322265625],0.7856006026268005,06BZ4041,None
36,1.0,[8.091284311017972 236.40273799425864 442.09945039845184 591.4387323743113],[147.3650360107422 493.0071716308594 307.80255126953125 547.0107421875],0.7739036083221436,06BZ4041,None
54,1.0,[7.178753876344473 240.71291906897676 442.3040245921951 594.9322658821752],[146.82284545898438 494.3286437988281 309.0590515136719 553.2221069335938],0.7787459492683411,06BZ4041,None
60,1.0,[6.95192343589207 242.0387434738864 442.36636589975376 596.1354401710028],[146.35211181640625 494.7943115234375 309.05572509765625 555.5337524414062],0.7880645394325256,06BZ4041,None
66,1.0,[6.822332447790416 243.35807522843552 442.5662790421279 597.3263947852193],[146.31317138671875 498.5256652832031 309.52154541015625 555.4710083007812],0.7673695683479309,06BZ4041,None
72,1.0,[6.667080577475133 244.86424277173612 442.98262496281154 599.4197873601017],[145.97470092773438 498.53045654296875 308.68353271484375 557.6417236328125],0.7915216088294983,06BZ4041,None
84,1.0,[5.529252061509396 246.88618626794496 441.76864380517975 602.3921597780496],[145.1492156982422 500.5855407714844 307.14031982421875 554.2205200195312],0.762152910232544,06BZ4041,None
96,1.0,[5.952724837435682 247.65639877229447 442.59162783089346 604.1381146467949],[145.42965698242188 500.4235534667969 308.3168640136719 561.5325927734375],0.7798981666564941,06BZ4041,None
102,1.0,[6.272135476450387 248.1928665218484 443.156488169611 604.8516340808512],[145.0296173095703 500.7413330078125 308.81719970703125 561.1806030273438],0.7759366035461426,06BZ4041,None
120,1.0,[7.609042820703252 248.37986531265713 445.6000491775833 605.6821948259065],[148.39376831054688 502.0538024902344 311.51702880859375 560.2443237304688],0.7603365778923035,06BZ4041,None
