frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
33,1.0,[16.883352869171176 531.5339096122323 994.2189777513048 1325.2241357904736],[328.16888427734375 1105.0390625 691.9188842773438 1230.9793701171875],0.7767908573150635,06BZ4041,None
36,1.0,[17.178761026730513 532.2853647871538 995.0538428664458 1326.1567985983697],[329.8849182128906 1109.4598388671875 691.174072265625 1230.337646484375],0.7649643421173096,06Bz4041,None
37,1.0,[16.884668322830862 532.904146840822 994.9649270254835 1326.250948771416],[330.4125671386719 1110.736083984375 691.1394653320312 1230.5537109375],0.7632656693458557,06BZ4041,None
38,1.0,[16.573861237063625 533.2324904763877 994.835985409705 1326.4274255241114],[327.5386962890625 1109.9964599609375 691.2936401367188 1231.6480712890625],0.767973780632019,06BZ4041,None
39,1.0,[16.450118191005572 533.6820037663849 994.596946502941 1326.7831535516948],[328.7024230957031 1110.33837890625 690.4224243164062 1232.3272705078125],0.7681844234466553,06BZ4041,None
40,1.0,[16.181601448686365 534.2229207630116 994.2193331534547 1327.1875509253416],[328.1701354980469 1111.2213134765625 690.042724609375 1232.25732421875],0.7665848731994629,06Bz4041,None
43,1.0,[15.607802068244894 536.3476833286354 993.6909831406879 1328.550955215054],[329.1462707519531 1113.510009765625 690.96337890625 1233.08154296875],0.7720462679862976,06BZ4041,None
44,1.0,[15.503678299251305 537.3061809904109 993.5637334400922 1329.3612259522888],[327.87603759765625 1109.4918212890625 695.69189453125 1243.129150390625],0.7798284292221069,06BZ4041,None
47,1.0,[15.174354515197024 538.5983222414582 993.0958004613403 1330.9227869816627],[326.2391052246094 1110.4293212890625 690.6366577148438 1238.0260009765625],0.7783539891242981,06BZ4041,None
48,1.0,[15.28887934591063 538.9290784599586 993.2390269877019 1331.045019374664],[326.3987731933594 1110.952880859375 691.0353393554688 1238.290283203125],0.7763857841491699,06BZ4041,None
49,1.0,[15.495537677011669 539.7203741146062 993.5708184673658 1331.3524616241302],[326.66033935546875 1111.525390625 691.6586303710938 1238.154052734375],0.7740002274513245,06Bz4041,None
51,1.0,[15.217614997852593 540.8132592848604 993.6926916234579 1333.0566740640231],[327.64422607421875 1110.3848876953125 695.6878662109375 1243.5941162109375],0.7741310000419617,06BZ4041,None
56,1.0,[14.881188712778282 541.9586147835389 993.6362170711805 1333.7604701986816],[328.8662109375 1112.8323974609375 693.9798583984375 1243.1976318359375],0.7778505682945251,06BZ4041,None
58,1.0,[14.777319780931123 543.7074865069105 993.8513048247603 1335.9926708751116],[323.86260986328125 1112.6240234375 694.8198852539062 1249.70068359375],0.7927700877189636,06BZ4041,None
59,1.0,[14.691350763255912 544.3963946485196 993.7995923631856 1337.368644262704],[323.0281982421875 1113.2633056640625 695.7587890625 1250.6279296875],0.7887136936187744,06BZ4041,None
60,1.0,[14.555452225120177 544.4696152559042 993.5382765158413 1337.5073909179769],[324.8394470214844 1113.49951171875 695.7222900390625 1249.9720458984375],0.7864428162574768,06BZ4041,None
63,1.0,[14.94202482114764 546.2727670756306 994.2508743818796 1340.6766895727171],[325.2816467285156 1119.683837890625 696.2600708007812 1250.9818115234375],0.7678363919258118,06Bz4041,None
64,1.0,[14.955503635116429 546.674971362802 994.5457807938992 1341.2360913999041],[324.6808776855469 1121.16796875 696.2891845703125 1251.741943359375],0.7660431861877441,06BZ4041,None
65,1.0,[14.948259995744024 547.4071220575948 994.789349748 1342.549837649885],[324.8482360839844 1121.09228515625 696.7533569335938 1250.6763916015625],0.770670473575592,06BZ4041,None
66,1.0,[14.711176045818831 547.8438988979433 994.6055288752834 1343.1793874984166],[325.48150634765625 1121.9249267578125 696.8070068359375 1249.619384765625],0.7679539322853088,06Bz4041,None
71,1.0,[15.527140044940722 550.1662781746679 993.7464357945246 1346.3971297263176],[326.4941711425781 1121.6015625 695.129150390625 1253.351806640625],0.7930541634559631,06BZ4041,None
72,1.0,[14.827336368160672 550.6875475397883 993.6610628498809 1346.9634521114397],[325.1575012207031 1120.7896728515625 694.5093383789062 1254.7877197265625],0.7960976362228394,06BZ4041,None
73,1.0,[14.415125583198858 550.6092715253742 993.4496198182546 1346.487281990192],[326.3778381347656 1120.720947265625 694.9259033203125 1255.4583740234375],0.797010600566864,06BZ4041,None
74,1.0,[13.95934068821822 550.8519389284386 993.0200909931157 1346.0636569557305],[327.6323547363281 1121.777099609375 694.5612182617188 1253.3343505859375],0.7913702130317688,06BZ4041,None
75,1.0,[13.3358049302405 551.588050088312 992.6111872605202 1346.7608978121334],[329.12615966796875 1124.4215087890625 694.5530395507812 1252.2001953125],0.7795746326446533,06BZ4041,None
77,1.0,[12.259441150868895 552.8556253775209 991.8480410907114 1348.379250090512],[327.2388610839844 1125.6427001953125 691.5053100585938 1245.2257080078125],0.7615300416946411,06BZ4041,None
78,1.0,[11.739199484760434 553.3588362684759 991.1510826022588 1348.870783369491],[326.65081787109375 1125.3623046875 691.8712158203125 1244.8133544921875],0.7607504725456238,06BZ4041,None
82,1.0,[11.278492458475398 554.8730631354911 991.1231634879174 1351.5487380646396],[325.37274169921875 1127.635986328125 690.3319702148438 1243.9189453125],0.7525660395622253,06BZ4041,None
84,1.0,[11.641074640555814 554.9722247523238 991.5157497275109 1352.6399797387285],[325.14154052734375 1126.912353515625 691.2297973632812 1243.7010498046875],0.7528631091117859,06BZ4041,None
85,1.0,[11.670688198473954 554.8910613229077 991.5901587164418 1352.706205072694],[325.4517822265625 1126.6783447265625 690.8265380859375 1243.93798828125],0.7548380494117737,06BZ4041,None
86,1.0,[11.508619111118207 554.7562238688963 991.731016681355 1352.8798266097883],[326.2109375 1126.612060546875 691.50732421875 1245.489501953125],0.7568236589431763,06BZ4041,None
88,1.0,[12.590680508048706 555.1623720737502 992.4731672936132 1353.56912228029],[327.7445983886719 1126.1414794921875 691.9797973632812 1245.9031982421875],0.757826566696167,06BZ4041,None
90,1.0,[13.007705694308413 555.5873768411798 993.4642599777787 1354.6849031185425],[329.7052001953125 1128.8829345703125 693.4838256835938 1258.387939453125],0.765994668006897,06BZ4041,None
91,1.0,[13.12285868882077 555.8631972338413 993.7505495670233 1354.8020217710318],[328.8985290527344 1129.252197265625 693.6806640625 1257.2725830078125],0.7646390199661255,06BZ4041,None
92,1.0,[12.995085359870586 555.7835110659153 993.8276402897998 1354.6255914101125],[329.2518615722656 1129.394775390625 693.3372192382812 1258.660400390625],0.7634186744689941,06BZ4041,None
94,1.0,[13.214555474467943 556.1401488779381 994.4538005741992 1355.7952501998652],[326.6446533203125 1127.96142578125 693.8048095703125 1261.6207275390625],0.7698901891708374,06BZ4041,None
95,1.0,[13.341181006062243 556.1560811513339 994.634908641194 1355.908027786074],[325.72906494140625 1126.9150390625 693.5908813476562 1261.5718994140625],0.7742928266525269,06BZ4041,None
96,1.0,[13.369738368435321 556.2663917234968 994.7655929115531 1356.5837818152947],[324.876220703125 1127.614501953125 693.9913940429688 1262.5885009765625],0.7720233201980591,06BZ4041,None
97,1.0,[13.50618161616245 555.9870463828204 994.8197819721552 1356.6945295310059],[325.060302734375 1127.5191650390625 694.0557861328125 1262.8212890625],0.7703970074653625,06BZ4041,None
99,1.0,[13.489793823204593 556.200785346093 994.7204624850833 1357.5230803218587],[323.75830078125 1128.970458984375 695.0443725585938 1262.048828125],0.7667375802993774,06BZ4041,None
