frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
35,1.0,[14.209944335557566 540.7517624240993 991.016537884196 1388.282799493744],[306.8851623535156 1173.157470703125 636.919677734375 1270.9737548828125],0.6930355429649353,34BAK801,None
45,1.0,[13.97540883748917 534.7749774858617 992.349050913364 1382.7651006214783],[306.10540771484375 1166.870849609375 635.6956787109375 1260.588134765625],0.7245350480079651,34BAK801,None
50,1.0,[13.91503199431736 532.8447618768892 992.566989675515 1381.019667993564],[307.27294921875 1166.462158203125 638.150634765625 1258.6715087890625],0.7210140824317932,34BAK801,None
65,1.0,[15.333983007665324 531.0162035067555 993.96723242647 1377.231370286183],[308.1748352050781 1161.9049072265625 638.2437744140625 1258.059814453125],0.7496618628501892,34BAK801,None
100,1.0,[14.733847514112881 526.0214518468342 990.8063037105463 1364.9699207024369],[306.5994873046875 1156.1529541015625 636.252685546875 1250.731689453125],0.7564886212348938,34BAK801,None
135,1.0,[15.043859735717547 527.8999715887778 991.1006849371589 1364.3351461750651],[308.2216796875 1156.2481689453125 637.636474609375 1250.1827392578125],0.7608193755149841,34BAK801,None
140,1.0,[14.985047130679789 528.2261678379521 991.2179121637996 1364.1843248808095],[307.7501220703125 1156.5836181640625 638.346923828125 1250.556640625],0.7618445754051208,34BAK801,None
150,1.0,[14.729606701926116 526.2793885463093 990.8776942982063 1365.4321388510048],[307.9423828125 1156.400634765625 639.5556030273438 1251.422119140625],0.7785289883613586,34BAK801,None
160,1.0,[15.091735442133142 524.4506563447239 991.5435774011194 1365.3773868642033],[307.15478515625 1156.4010009765625 639.6318359375 1251.231689453125],0.768683671951294,34BAK801,None
