frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
75,1.0,[104.32274792886398 450.47189866062104 965.5612560760349 1150.693573962903],[391.0425109863281 1045.43408203125 713.001953125 1149.1156005859375],0.7299413084983826,06MC41271,None
76,1.0,[103.70932073231211 450.84652107500705 965.2237736531472 1151.4482481312014],[393.05621337890625 1045.6865234375 713.028076171875 1148.582275390625],0.7489011287689209,W06MC41271,None
77,1.0,[103.18151482567566 451.71363904658307 964.7483807647105 1152.5002848468287],[393.06976318359375 1046.4735107421875 712.6859130859375 1148.0662841796875],0.7409347891807556,X06MC41270,None
78,1.0,[102.78446197078335 452.36440095639267 964.3785490180763 1152.9836547148811],[389.6672058105469 1045.44921875 712.2653198242188 1149.9105224609375],0.7400128841400146,06MC41271,None
79,1.0,[102.43466036159407 452.84375036384665 964.2599838281424 1153.3049419295085],[391.7384948730469 1046.07568359375 710.2525634765625 1148.98291015625],0.7331635355949402,E06MC41271,None
80,1.0,[101.91996554718185 453.49456361350553 963.8623395676357 1153.3300969585136],[395.4476623535156 1047.048828125 708.538330078125 1148.4658203125],0.7331312298774719,B06MC4127,None
81,1.0,[101.63566880011649 453.84433647496485 963.5870125234037 1153.6360860126865],[392.6753845214844 1046.5740966796875 708.8843994140625 1151.578125],0.7304384708404541,206MC41271,None
89,1.0,[99.88972639802199 454.6703922406688 960.9439670466668 1153.3601746905047],[383.7697448730469 1045.38330078125 708.8095703125 1153.148193359375],0.7529093027114868,W06MC41274,None
90,1.0,[99.73621503778338 454.5885360132958 960.8997011976288 1153.7506989212204],[383.8565368652344 1045.3121337890625 708.9298706054688 1153.1553955078125],0.7537754774093628,W06MC41274,None
91,1.0,[99.6653634555388 454.3332986325184 961.014895822807 1154.0271472137094],[383.5389404296875 1045.2606201171875 709.1629028320312 1152.563720703125],0.7554121017456055,W06MC4127,None
92,1.0,[99.66864004232445 454.06013061555024 960.9699565273132 1153.8212050806978],[383.8556213378906 1045.5494384765625 709.2325439453125 1152.1094970703125],0.7526089549064636,W06MC4127,None
93,1.0,[99.37359388890013 453.9442012655668 960.7828488256037 1154.052142947664],[383.8400573730469 1046.2105712890625 709.6238403320312 1150.9454345703125],0.7412527799606323,W06MC41270,None
94,1.0,[99.28830570444887 453.4436504541599 960.8404518259374 1153.9295432170788],[384.5262451171875 1046.18701171875 710.3114013671875 1150.5556640625],0.7361218929290771,W06MC41270,None
95,1.0,[99.01578776863283 453.4207052113288 960.679818306553 1154.0216162244192],[384.3675842285156 1045.6533203125 710.5693969726562 1150.7406005859375],0.7422646880149841,W06MC4127,None
96,1.0,[98.65744641931695 453.19752921382263 960.3938539883006 1153.9067298227646],[385.1378173828125 1045.1356201171875 710.9049682617188 1150.9119873046875],0.7475770711898804,H06MC41270,None
97,1.0,[98.65350977192873 452.5276950214217 960.5022092888915 1153.3640583631704],[385.1236267089844 1044.94921875 710.78125 1150.046630859375],0.7463950514793396,06MC4127,None
98,1.0,[98.5850175887727 452.30662213793704 960.431879715627 1153.2650090633015],[384.8808288574219 1044.90234375 711.3223266601562 1150.8392333984375],0.7510145306587219,N06MC41270,None
99,1.0,[98.37933640785411 452.0076618432379 960.0878233715097 1152.9374865581087],[385.0230407714844 1045.507080078125 711.3370971679688 1149.6837158203125],0.740524172782898,06MC41270,None
